shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,color1,color2,color3,color4,color5,color6,color7,color8,size01,size02,size03,size04,size05,size06,size07,size08,rotat1,rotat2,rotat3,rotat4,rotat5,rotat6,rotat7,rotat8,eccen1,eccen2,eccen3,eccen4,eccen5,eccen6,eccen7,eccen8,proxi1,proxi2,proxi3,proxi4,proxi5,proxi6,proxi7,proxi8,hrlck1,hrlck2,mutation
4.704600000000001e-07,-4.3902e-06,-3.7306e-05,-1.7037e-06,-2.2027e-05,2.5703e-05,0.0095223,0.0095266,0.0095639,-0.032039,-0.032017000000000004,-0.032043,0.0011619999999999998,0.00056003,0.0021675,0.0011408,7.7867965957196725,0.5834000740572426,0.6094628705634404,1.2332,1.2329,1.2336,1.2336,1.2334,0.0071328999999999984,-0.15550999999999998,0.27932,0.0057921000000000005,-9.560245559541924,-0.23748,0.0045266,0.0045234,0.6224942688165392,4.032743231919732,-0.00035569,-3.692857930460812,-0.481931713437127,-0.2978695307285633,0.18576525384801465,-0.65872,8.0447,7.8858,0.5573372775510449,-1.5004,-1.5002,1.2840827323923751,1.9443680561429009,-1.4974,0.7685058183167306,3.629053306626076,0
-4.0868e-06,8.3311e-08,0.00017777,9.0468e-06,-5.9718e-05,0.0003745,0.011853,0.011853,0.011675,-0.026310000000000004,-0.026251,-0.026625,0.0025912,0.0015452,0.0029461,0.0025721,9.976053019167349,0.6945628559400661,0.7893370719984394,1.8846,1.8841,1.878,1.8777,1.8773,-0.0040334,0.11665,-0.0029632,-0.019442,-9.88487348065284,1.5823,-0.01148,-0.011468,0.8367241800276262,4.673022054867799,-0.004714100000000001,-4.4407638600928365,-0.23765172669602555,-0.9693876991998772,0.495937718586791,-0.63962,11.564,9.7905,0.5997886398816927,-1.4975,-1.4978,1.815609684142812,2.78975647745508,-1.5024,1.864067357955633,2.090957616536464,0
-4.0522e-06,-0.00020387,0.0006526,9.4547e-07,-5.7705e-05,-4.2463e-05,-0.0080923,-0.0078884,-0.008541,-0.024512,-0.024454,-0.024412,0.0030642,0.0030067,0.0054609,0.0029854,5.637810783703443,-0.16898654444846728,0.2712074317653195,2.3588,2.3586,2.3599,2.3598,2.3591,0.022053,-1.2338,1.6441,0.011566,-9.014953295356788,-0.33607,-0.011953,-0.011886,0.4913044198722128,3.671663105712549,0.005836600000000001,-4.717507751413028,0.2340471495836368,-0.9745191280945052,0.5286074590648211,-0.5242100000000001,1.1509,5.8202,-0.6091805206622538,-1.5044,-1.5041,1.6428998040651055,2.7724854894473094,-1.494,3.3886178200591486,3.846570574987725,0
-2.6839e-06,1.0835e-05,-9.059e-05,2.8597000000000008e-06,3.0163e-05,-0.00012674,0.02232,0.022309,0.0224,0.015314,0.015284,0.01541,0.0012264,0.0006613,0.0016465999999999998,0.0012610999999999998,5.326518741697141,0.3680653041212211,0.4802620086018275,1.5828,1.5826,1.5827,1.5827,1.5825,0.0066341,-0.1237,-0.52179,0.0031244,-5.501020888799349,-0.8981,0.0023922,0.0023781,0.5363603608421307,6.082476868436992,-0.0002662,7.8636047410343535,0.6630482045417059,-1.1757601128521786,0.35545460282261976,-0.81723,25.536,5.2568,0.2558685996406148,-1.501,-1.501,1.241015778405171,1.940061360744181,-1.4962,1.1103032483263544,2.235204011754359,0
4.3322e-07,-1.117e-05,-0.00019829,-2.0474e-06,-3.9751e-05,5.2917e-05,0.027000000000000003,0.027011,0.02721,0.027676,0.027716,0.027663,0.0014292,0.00089707,0.0023252,0.0013800000000000002,8.517280724213755,0.29243375421006346,0.3976221809850942,2.0263,2.0258,2.0242,2.0241,2.024,0.020644,0.40884,-0.7809699999999999,0.011914,-5.092531068246535,-0.031215,0.00094189,0.00094043,0.4502163943726096,6.490483885506369,0.00076982,6.075291630964763,-0.01505499726719901,-0.5694935670832779,-0.13210349935922513,-0.8284,11.86,9.2212,0.18724532743503275,-1.4997,-1.4998,1.0582154289077652,1.66095504210417,-1.5007,0.30795554425872296,4.173906539093029,0
-1.095e-05,1.015e-06,2.4044e-06,-4.8131e-06,3.9274e-07,1.1904000000000005e-05,-0.10088,-0.10088,-0.10088,-0.21231,-0.21231,-0.21232,0.00077306,0.00022027,0.00056608,0.00077927,2.4518692473410297,1.0889812577330946,0.8755506830989128,1.0112,1.0112,1.0152,1.0152,1.0151,0.016763999999999998,0.20753,0.064323,0.0090906,6.071089295141896,-0.052373,-0.022895,-0.022897,0.768835395781822,2.4340250069262805,-0.00075985,4.286365876823936,0.4565397993923254,-1.2101117401574824,0.3871424342684329,-0.63283,4.4673,2.415,1.3024118323672762,-1.4902,-1.4902,1.2175249296123716,1.6768859921746306,-1.4955,1.1153342288511776,3.4461171228729905,0
2.1083e-06,-5.1019e-06,3.2291999999999995e-05,-8.597000000000001e-06,-9.8364e-06,0.00016505,0.022291,0.022296,0.022264,0.0065062,0.006516,0.006351,0.0022609,0.0013606,0.0036256,0.0022362,2.5489322063242104,0.3971269577310843,0.4976990007677454,1.3653,1.3647,1.3612,1.3611,1.3607,-0.00075358,-0.2103,-0.95599,0.031023,-9.193933493640452,0.064762,0.010725,0.01074,0.5479850222860759,4.648762212520407,-0.0042957,-2.9898045608213115,-0.5984735089522157,-1.0337381680427409,0.09445303307305636,-0.68192,0.2113,2.5188,0.29655491469442324,-1.5012,-1.5012,1.2468281091271436,1.9406425938163785,-1.4967,2.3003695690468358,2.7665526107695886,0
-1.4426e-05,-4.1569e-05,-0.00041249,1.5424e-06,-4.8786e-05,-0.00037675,-0.10247,-0.10243,-0.10202,-0.13375,-0.1337,-0.13332,0.0022376,0.0012528,0.0036797,0.0022713,7.3319263406279696,0.3704898316621785,0.4444558274563633,1.3603,1.3596,1.3732,1.3731,1.3722,0.035144,-0.47628,-1.0356,0.00255,-5.551740948780035,-1.5511,0.024668,0.024714,0.4814388253534557,7.255932965741671,-0.020358,6.549561912287586,0.7661762226965123,-0.7809170834669784,0.6441716327914886,-0.71807,2.0238,7.2112,0.29652383586799397,-1.5075,-1.5074,1.0738266443981883,1.6625161636532122,-1.4985,1.1064245912564423,6.5636362743219525,0
-1.1776e-05,-8.4884e-06,-9.2137e-05,-1.917e-06,1.7967999999999998e-05,-2.5743e-05,-0.078863,-0.078854,-0.078762,-0.18793,-0.18795,-0.18792,0.0014387,0.00065871,0.0019998,0.0014107999999999998,6.843909046545651,-0.3775780680170062,-0.4365138647822739,2.0607,2.0605,2.0586,2.0586,2.0582,0.015674,0.020637,-0.50664,0.00062617,-5.017675515282914,-0.041096,-0.0097542,-0.0097402,-0.4659817631649078,5.161557752694273,-0.0064449,6.3222126835356525,-0.6497931924120789,-0.3385993445652891,0.4913271119654416,-0.84054,14.707,6.695,-0.3186422712517386,-1.4984,-1.4984,-1.020367221477717,-1.5718058899522631,-1.4984,1.3368894754746976,3.936363326569796,0
3.6481e-07,5.5981e-06,4.504e-06,-2.8819e-06,9.3717e-06,-3.3558e-06,0.0078301,0.0078245,0.00782,0.0014747,0.0014654000000000002,0.0014687,0.00080749,0.00036974,0.00058309,0.00078901,6.442393864099468,0.9918111435858435,0.9676860445859058,1.7304,1.7304,1.7285,1.7285,1.7285,0.0016991,3.89,0.10932,0.010291,10.363004115311844,-0.32537,-0.0021047,-0.0021132,0.9556234950859372,8.443690715829218,0.00069142,-0.85480147091984,0.004465019194691218,-0.7973315372844552,-0.04922962321732419,-0.44173,53.028,6.4203,1.0159362425857812,-1.4985,-1.4985,1.875059341671968,2.795701443207996,-1.5005,1.9682560360881969,4.184279206707736,0
-1.4497e-05,-1.0684e-05,0.00014639,1.9880000000000003e-06,1.3422e-06,-7.1365e-05,0.008093300000000001,0.008104,0.0079576,0.044157,0.044155,0.044227,0.0022778000000000004,0.0011216,0.0029009,0.0022612,2.195090282265989,0.7601081042857499,0.6782267910305061,1.3969999999999998,1.3965,1.3969999999999998,1.3969,1.3964,0.015532,0.020976,0.8960799999999999,0.0097004,-5.5252849586691015,-0.39598,-0.015213,-0.015188,0.6372861344028842,6.280248273553148,0.011805,7.105511448467686,0.5361577014219726,-0.7525133866734325,0.8964832206545807,-0.68448,0.82304,2.3492,0.8419894175409937,-1.5002,-1.4998,1.1517502989229027,1.6703085291056836,-1.4985,1.0711039623429337,4.824424307692472,0
-3.4107e-06,1.0302e-06,-6.7282e-07,-1.7791e-06,4.3569e-06,1.8071e-05,-0.02188,-0.021881,-0.02188,-0.025615,-0.02562,-0.025638,0.0007827000000000001,0.00024433,0.00046482,0.00077596,5.033364131367692,1.173050307461451,0.9259921129359264,1.0769,1.0769,1.077,1.077,1.077,0.0026502,0.0054665,-0.1198,0.003036,9.910442269981148,0.14415,-0.0024938000000000004,-0.0024926,0.8024630156731645,8.224986161393183,0.0028372,-0.9009767705329846,-0.2390661961626607,-0.37519522749183737,0.6730742665824638,-0.5797899999999999,11.151,4.7471,1.420108501986975,-1.4983,-1.4983,1.2343387395580427,1.6785673731691977,-1.4985,-0.3392592077874508,5.270253092538148,0
-6.6755999999999975e-06,-3.8695e-06,2.8414e-05,5.732100000000001e-06,-3.2226e-05,-5.328300000000001e-05,0.033381,0.033384,0.033356,0.026383,0.026415,0.026468,0.0011293,0.00067982,0.00076093,0.00117,5.616646780041591,0.5184084291049929,0.5704678835920906,1.2441,1.244,1.2425,1.2425,1.2423,0.013637,-2.4791,0.6774899999999999,-0.005077399999999999,-8.84643713211264,-0.55395,0.00088701,0.00088569,0.5964976108356393,4.1709068181719715,0.0055374,-3.782926484180632,-0.30399721742299235,-0.2176123640887787,-0.37825927156492256,-0.72824,5.7141,5.7902,0.4663489746178952,-1.5017,-1.5017,1.2710844034019253,1.9430682232438563,-1.4976,-0.3921241899069992,4.214928403108988,0
8.903299999999998e-07,-3.6576e-06,-1.8271e-05,1.1614e-06,-3.6307e-06,7.2229e-06,0.027951,0.027955,0.027973,0.047877,0.047881,0.047874,0.00081601,0.00026339,0.00062134,0.00082736,8.165184026804285,1.0229901111591286,0.8732168928245719,1.8621,1.8621,1.8557,1.8557,1.8557,0.0048091,-0.00099562,0.42976,-0.0028503,10.022720723149133,0.1152,0.0018867,0.0018874,0.7983302836572936,10.15955933445948,0.0025589,-1.1684200507120643,-0.8090663885552308,-0.19147495700574704,-0.22516171219332112,-0.48944,15.433,8.2884,1.172763329493685,-1.4988,-1.4987,1.3720007398127525,1.953159856884939,-1.4998,2.0868961221232127,5.047551405413139,0
6.1301e-06,-1.1453e-05,2.5025e-05,6.501600000000001e-07,1.2505e-05,6.7772e-05,0.017450999999999998,0.017462000000000002,0.017437,0.047812,0.047799,0.047732,0.0010835,0.00050645,0.0013659,0.0011423,9.144680747092677,0.4297444721085881,0.480008611724209,1.1605,1.1604,1.1615,1.1615,1.1613,-0.0032071999999999995,-0.31582,0.81718,0.0035288000000000008,-5.580639857689476,0.94703,0.00078486,0.00080349,0.5051406815320194,5.607159224562461,0.0032905,6.403040493636067,-0.0009020044643951484,-0.20065157351416266,0.5993175826634629,-0.67755,4.1224,9.0617,0.3794803324929672,-1.5002,-1.5003,1.0856775724874703,1.6637012564621405,-1.4969,-0.4980468331940269,2.3978153274048566,0
-7.1759e-06,2.1715e-05,-2.5017e-05,-5.2633e-06,1.2125e-05,-3.6233e-05,0.026192,0.02617,0.026195,-0.034174,-0.034186,-0.03415,0.0011189,0.00059851,0.0010642999999999998,0.0011347999999999998,8.711633485164482,-1.3314608188209829,-1.0088435152646602,1.1767,1.1765,1.1772,1.1772,1.177,0.0037501,0.80621,0.10529,0.006028899999999999,9.683062579628077,-0.5493600000000001,0.0030887,0.0030445,-0.8475348634864986,8.63428254999561,-0.004026699999999999,-1.157496006454015,-0.7752510317957717,0.2067058281551607,-0.00690450779255734,-0.73427,24.774,8.7704,-1.654078122377307,-1.5002,-1.5002,-1.2111437716385125,-1.5908835449683425,-1.5005,0.999021645921702,2.9790016912084436,0
1.6602e-05,3.6077e-06,-3.6427e-06,-4.4016e-06,-4.1617e-06,0.00032793,0.0061108,0.006107199999999999,0.0061108,0.016444999999999998,0.016449000000000002,0.016122,0.0025177,0.0015505,0.0057021,0.0025021,6.563896959249848,-1.498546589311057,-1.1090949775587045,1.7103,1.709,1.7048,1.7048,1.704,-0.0069449,-0.22531,-0.71949,-0.011746,-5.222448639348867,0.61149,0.014561,0.014584,-0.914369171682528,4.784631293612903,0.012091,5.6851262760203625,-0.4790547407707802,-0.7066656665309974,0.1760131979771371,-0.66259,2.107,6.2874,-1.887998201063409,-1.4996,-1.4988,-1.244560925736527,-1.5942252603781442,-1.5013,0.35892773199440464,4.8252815687594435,0
-1.7812e-05,-8.6401e-05,-0.0002544,-6.9084000000000015e-06,-2.093e-05,-0.00048877,0.012812,0.012898,0.013153,0.010651,0.010671,0.01116,0.0030142,0.002153,0.0048262,0.0029578000000000004,5.217152854459023,0.1044742245728959,-0.14728248922833265,2.3204,2.3196,2.3125,2.3124,2.3114,0.016681,-0.78932,-0.91455,-0.0021547,7.7163927351701584,-0.54093,-0.011696,-0.011727,-0.2731608461289469,2.2712153589895423,0.008312200000000002,2.536460836426932,-0.14604422609820494,-0.906855860286508,0.4766808267662068,-0.51273,3.1091,5.5064,0.35623093837412434,-1.5017,-1.5015,-0.9239567629597364,-1.5621648441004647,-1.4943,1.586250988449173,4.854583942494986,0
-1.6589e-06,-2.7462e-06,-1.0719e-05,-4.3091e-06,-1.5172e-06,-3.0134e-06,0.017289,0.017292,0.017303,0.021297,0.021298,0.021301,0.00076533,0.0002164,0.00063105,0.00075253,4.527711945499411,0.9949802915347918,0.8564110010499699,0.86492,0.86487,0.86685,0.86685,0.86682,0.007075700000000002,-0.1215,0.5577300000000001,0.0071149,-9.016517132218755,-0.21467,-0.00028789999999999995,-0.00028848,0.7871263558075591,4.362709684610172,-0.00028629,-4.645079227781981,-0.3894034986422764,-1.673832844971329,-0.2977053220505549,-0.56567,1.6996,4.4895,1.1335495820196138,-1.4980000000000002,-1.4980000000000002,1.366398775887885,1.9525996604924525,-1.4965,1.5784335681225587,5.1770603757490905,0
1.3295e-06,6.7061e-06,1.6084e-06,-9.8012e-06,2.0729e-05,-1.1462e-05,0.017699,0.017692,0.01769,-0.02514,-0.025161000000000003,-0.025149,0.0010729,0.00051487,0.0012401,0.0011033,7.465769163020838,0.6078559705326654,0.5868755107786554,1.143,1.143,1.1441,1.1441,1.144,0.0055399,0.20662,-0.057213,0.0076866,5.364192127950203,-0.30218,0.002254,0.0022287,0.5763852809016503,2.422503157690815,-0.0011427999999999998,4.327197513256993,0.016907588263101073,-0.9374393804375208,0.14622029501519804,-0.68196,5.5858,7.6247,0.6288364302866754,-1.4992,-1.4991,1.1212998721722858,1.6672634864306215,-1.4987,0.35665179796514745,3.203031959812228,0
-1.2872e-05,-9.2328e-05,-0.00024952,-8.9563e-06,-1.222e-05,0.00053465,0.008987,0.0090794,0.0093289,0.06109700000000001,0.061109,0.060574,0.0025863,0.0016299,0.0035585,0.00262,10.97823460651371,0.6866125668967636,0.6341294685971144,1.8737,1.8732,1.881,1.8809,1.8803,0.0042765,-0.49183,0.019363,0.016442,-6.0923906547881215,1.2166,-0.0094011,-0.0093273,0.6078879194472897,6.400739133600677,0.0076277,6.721828831473602,0.6647499010578142,-0.8706559754209304,-0.010863261052016902,-0.6534300000000001,0.49581,11.012,0.7390956651964129,-1.5072,-1.5069,1.1370511914451054,1.6688386183579038,-1.4979,1.170530590519927,4.284230125372083,0
-1.7001e-05,0.00012055,0.00010501,6.7034e-06,-8.0985e-06,0.00021606,0.0084625,0.0083419,0.0082369,-0.021638,-0.02163,-0.021846,0.0030253,0.0025942,0.0073125,0.0028538,1.2504795960997472,1.7343303249277915,1.4131975533910748,2.2178,2.2165,2.2223,2.2223,2.2218,-0.011152,1.0372,0.73441,-0.0084528,-4.914975059496719,0.16897,-0.0024712,-0.0025792,1.2526311676227164,5.0662535269142825,0.012359,7.157678876306379,-0.3986370135470242,-0.6834610358858039,0.4216629088752198,-0.5045,0.3537,1.4228,2.055463096464509,-1.5042,-1.5034,2.0235631779403573,2.8105518268348346,-1.4922,2.0292525400305204,5.579480037330315,0
-2.4731e-07,-4.1451000000000014e-05,-4.4565e-05,5.6876e-06,-3.1615e-05,9.476e-05,0.019572,0.019614,0.019658,0.01591,0.015941,0.015846000000000002,0.0012149,0.0006642999999999999,0.0013192,0.0012543,31.0661409169988,-0.6700515096824341,-0.6119979297815307,1.5886,1.5884,1.5886,1.5885,1.5884,0.0076408,-1.2869,-0.61932,-0.0023021,-5.362705636163843,1.413,0.0019875,0.0020495,-0.5829711398310788,6.180923684638152,-0.0040237,6.3310331892945975,-0.2360909185775397,-0.6405517359730946,0.4366463518474881,-0.79346,12.647,31.47300000000001,-0.7281050895833376,-1.4998,-1.4998,-1.0788619098108023,-1.5776553587855715,-1.4962,0.9419568310010556,4.346228097583897,0
-1.1862e-06,-2.6705e-06,3.6286e-05,-6.0729e-06,-5.3445e-06,5.0841e-05,0.02084,0.020842,0.020806,-0.0185,-0.018495,-0.018546,0.0012306,0.00081467,0.0023446,0.0012055999999999998,5.7909703383917925,0.5598741221390375,0.5953472994125174,1.6169,1.6165,1.6139,1.6139,1.6137,-0.0042659,-0.63397,-0.13198,0.0092139,-4.579590101881067,0.39428,0.0016788,0.001702,0.6130838880492573,6.321127833212173,-0.00076659,6.009640357426232,0.9120030011712532,-0.6940277511200121,0.1425786248971963,-0.75375,5.0864,5.6176,0.5244009448655578,-1.5,-1.5005,1.279377542008734,1.9438975371045373,-1.4989,2.252758518446442,2.864478752306701,0
-2.6946e-05,5.9678e-05,0.00027066,-1.7803e-05,1.406e-05,-0.00011521,0.02335,0.023291,0.02302,-0.035039999999999995,-0.035054,-0.034939,0.0022234000000000004,0.001252,0.0057435,0.0022804,3.825514377251213,-0.005518184397236836,0.2188510178207141,1.3305,1.3297,1.3315,1.3314,1.3306,-0.0018026,0.1834,0.19113,-0.006075,-6.969641814206834,0.08729500000000001,0.0017640000000000004,0.0016911,0.3310356189296895,5.161888713087088,-0.0083964,6.738954193185728,0.4400768038806283,-1.0072837900848723,0.04717278238962752,-0.68682,1.2513,3.2543,-0.2298873866151877,-1.5083,-1.5076,0.9986250411863052,1.654996003332024,-1.4944,2.606599780640304,4.433979074833942,0
