Num_Resolucion,Fecha_Resolucion,Año,Cod_Territorio,Nom_Territorio,Laboratorio_Vacuna,Cantidad,Uso_vacuna,Modificacion Res 2270-2022,fecha_corte
557,2021/04/29,2021,18.0,CAQUETA,PFIZER,1170.0,Mayores de 60 años,Modificación Res 2270-2022,2023/02/28
572,2021/05/01,2021,18.0,CAQUETA,SINOVAC,5521.0,Mayores de 60 años,Modificación Res 2270-2022,2023/02/28
584,2021/05/06,2021,18.0,CAQUETA,PFIZER,2340.0,Segunda dosis de la Resolución 475,Modificación Res 2270-2022,2023/02/28
584,2021/05/06,2021,18.0,CAQUETA,PFIZER,1170.0,Mayores de 60 años,Modificación Res 2270-2022,2023/02/28
600,2021/05/12,2021,18.0,CAQUETA,SINOVAC,3372.0,Mayores de 60 años,Modificación Res 2270-2022,2023/02/28
601,2021/05/12,2021,18.0,CAQUETA,SINOVAC,1170.0,Segundas dosis Resolución 517,Modificación Res 2270-2022,2023/02/28
601,2021/05/12,2021,18.0,CAQUETA,SINOVAC,1170.0,Talento Humano en salud,Modificación Res 2270-2022,2023/02/28
601,2021/05/12,2021,18.0,CAQUETA,SINOVAC,1170.0,Mayores de 60 años,Modificación Res 2270-2022,2023/02/28
637,2021/05/21,2021,18.0,CAQUETA,SINOVAC,4490.0,Segundas dosis Resolución 555 / 572,Modificación Res 2270-2022,2023/02/28
653,2021/05/21,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis Resolución 557,Modificación Res 2270-2022,2023/02/28
653,2021/05/21,2021,18.0,CAQUETA,PFIZER,3510.0,55 a 59 años,Modificación Res 2270-2022,2023/02/28
653,2021/05/21,2021,18.0,CAQUETA,PFIZER,1170.0,Comorbilidades,Modificación Res 2270-2022,2023/02/28
653,2021/05/21,2021,18.0,CAQUETA,PFIZER,1170.0,FFMM,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,SINOVAC,2582.0,Segundas dosis resolucion 572 /600,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,SINOVAC,3082.0,MEN Básica,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,SINOVAC,8484.0,FFMM,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,SINOVAC,850.0,POLICÍA,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis resolucion 584,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,PFIZER,1170.0,MEN Básica,Modificación Res 2270-2022,2023/02/28
723,2021/05/27,2021,18.0,CAQUETA,PFIZER,1170.0,55 a 59 años,Modificación Res 2270-2022,2023/02/28
748,2021/05/28,2021,18.0,CAQUETA,PFIZER,2340.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
764,2021/06/08,2021,18.0,CAQUETA,PFIZER,3510.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
780,2021/06/08,2021,18.0,CAQUETA,PFIZER,2340.0,Segundas dosis Resolución 601,Modificación Res 2270-2022,2023/02/28
780,2021/06/08,2021,18.0,CAQUETA,PFIZER,1170.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
780,2021/06/08,2021,18.0,CAQUETA,ASTRAZENECA,7930.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
791,2021/06/11,2021,18.0,CAQUETA,PFIZER,5850.0,Segundas dosis Resolucion 653,Modificación Res 2270-2022,2023/02/28
791,2021/06/11,2021,18.0,CAQUETA,PFIZER,2340.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
792,2021/06/11,2021,18.0,CAQUETA,SINOVAC,12678.0,Segundas dosis Resolucion 600 y 723,Modificación Res 2270-2022,2023/02/28
806,2021/06/16,2021,18.0,CAQUETA,PFIZER,2340.0,Etapa 3,Modificación Res 2270-2022,2023/02/28
814,2021/06/17,2021,18.0,CAQUETA,PFIZER,2340.0,Segundas dosis Resolución 653 y 723,Modificación Res 2270-2022,2023/02/28
821,2021/06/20,2021,18.0,CAQUETA,ASTRAZENECA,1830.0,Segundas dosis Resolución 400,Modificación Res 2270-2022,2023/02/28
861,2021/06/23,2021,18.0,CAQUETA,PFIZER,2340.0,Segundas dosis Resolucion 748,Modificación Res 2270-2022,2023/02/28
862,2021/06/23,2021,18.0,CAQUETA,JANSSEN,8600.0,Pilotos municipios/ capitales,Modificación Res 2270-2022,2023/02/28
865,2021/06/24,2021,18.0,CAQUETA,PFIZER,3510.0,Segundas dosis Resolucion 764 / 780,Modificación Res 2270-2022,2023/02/28
888,2021/06/28,2021,18.0,CAQUETA,SINOVAC,6880.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
935,2021/06/29,2021,18.0,CAQUETA,PFIZER,3510.0,Segundas dosis Resolucion 780 / 791,Modificación Res 2270-2022,2023/02/28
954,2021/06/30,2021,18.0,CAQUETA,PFIZER,1170.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
970,2021/07/01,2021,18.0,CAQUETA,JANSSEN,13650.0,Municipios - Etapas abiertas - Mayores de 18,Modificación Res 2270-2022,2023/02/28
970,2021/07/01,2021,18.0,CAQUETA,JANSSEN,5550.0,Ciudades - Etapas abiertas,Modificación Res 2270-2022,2023/02/28
991,2021/07/07,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis Resolucion 806,Modificación Res 2270-2022,2023/02/28
1018,2021/07/13,2021,18.0,CAQUETA,SINOVAC,6880.0,Segundas dosis Resolución 839 Y 888,Modificación Res 2270-2022,2023/02/28
1023,2021/07/15,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis Resolución 806 Y 991,Modificación Res 2270-2022,2023/02/28
1035,2021/07/16,2021,18.0,CAQUETA,SINOVAC,1440.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1037,2021/07/18,2021,18.0,CAQUETA,ASTRAZENECA,5480.0,Segundas Resolucion 543,Modificación Res 2270-2022,2023/02/28
1055,2021/07/21,2021,18.0,CAQUETA,PFIZER,1170.0,Primeras Gestantes Capitales,Modificación Res 2270-2022,2023/02/28
1109,2021/07/27,2021,18.0,CAQUETA,MODERNA,11480.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1120,2021/07/28,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas Resolucion 954,Modificación Res 2270-2022,2023/02/28
1188,2021/08/06,2021,18.0,CAQUETA,PFIZER,2340.0,Segundas Resolucion 806 y 954,Modificación Res 2270-2022,2023/02/28
1204,2021/08/11,2021,18.0,CAQUETA,ASTRAZENECA,1050.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1205,2021/08/11,2021,18.0,CAQUETA,PFIZER,3510.0,Segundas Resolución 1055 y Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1224,2021/08/13,2021,18.0,CAQUETA,ASTRAZENECA,1900.0,Etapas abiertas Primeras Capital/Metropolitana,Modificación Res 2270-2022,2023/02/28
1224,2021/08/13,2021,18.0,CAQUETA,ASTRAZENECA,800.0,Etapas abiertas Primeras Municipios,Modificación Res 2270-2022,2023/02/28
1244,2021/08/19,2021,18.0,CAQUETA,MODERNA,2940.0,Etapas abiertas Primeras Capital/Metropolitana,Modificación Res 2270-2022,2023/02/28
1244,2021/08/19,2021,18.0,CAQUETA,MODERNA,1260.0,Etapas abiertas Primeras Municipios,Modificación Res 2270-2022,2023/02/28
1245,2021/08/19,2021,18.0,CAQUETA,PFIZER,1170.0,15 A 17 años,Modificación Res 2270-2022,2023/02/28
1313,2021/08/26,2021,18.0,CAQUETA,PFIZER,1170.0,12 a 17 años,Modificación Res 2270-2022,2023/02/28
1321,2021/08/27,2021,18.0,CAQUETA,SINOVAC,1440.0,Segundas Resolucion 1035,Modificación Res 2270-2022,2023/02/28
1323,2021/08/27,2021,18.0,CAQUETA,ASTRAZENECA,1400.0,Segundas Resolucion 780,Modificación Res 2270-2022,2023/02/28
1349,2021/08/27,2021,18.0,CAQUETA,PFIZER,4680.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1369,2021/09/02,2021,18.0,CAQUETA,ASTRAZENECA,1700.0,Segundas Resolución 780,Modificación Res 2270-2022,2023/02/28
1369,2021/09/02,2021,18.0,CAQUETA,ASTRAZENECA,800.0,Etapas abiertas,Modificación Res 2270-2022,2023/02/28
1386,2021/09/08,2021,18.0,CAQUETA,ASTRAZENECA,3360.0,Segundas Resolución 780 y 832,Modificación Res 2270-2022,2023/02/28
1386,2021/09/08,2021,18.0,CAQUETA,ASTRAZENECA,1200.0,Etapas abiertas,Modificación Res 2270-2022,2023/02/28
1387,2021/09/08,2021,18.0,CAQUETA,PFIZER,2340.0,Etapas abiertas,Modificación Res 2270-2022,2023/02/28
1420,2021/09/15,2021,18.0,CAQUETA,ASTRAZENECA,4960.0,Etapas Abiertas,Modificación Res 2270-2022,2023/02/28
1421,2021/09/15,2021,18.0,CAQUETA,SINOVAC,6480.0,etapas abiertas,Modificación Res 2270-2022,2023/02/28
1425,2021/09/15,2021,18.0,CAQUETA,PFIZER,2340.0,Primeras,Modificación Res 2270-2022,2023/02/28
1456,2021/09/23,2021,18.0,CAQUETA,MODERNA,1400.0,Segundas,Modificación Res 2270-2022,2023/02/28
1462,2021/09/24,2021,18.0,CAQUETA,PFIZER,4680.0,Primeras Dosis y Refuerzos,Modificación Res 2270-2022,2023/02/28
1465,2021/09/24,2021,18.0,CAQUETA,JANSSEN,6000.0,Municipios y ciudades no capitales,Modificación Res 2270-2022,2023/02/28
1465,2021/09/24,2021,18.0,CAQUETA,JANSSEN,1750.0,Ciudades Capitales,Modificación Res 2270-2022,2023/02/28
1528,2021/09/29,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis y Gestantes,Modificación Res 2270-2022,2023/02/28
1538,2021/10/01,2021,18.0,CAQUETA,ASTRAZENECA,9600.0,Primeras Dosis,Modificación Res 2270-2022,2023/02/28
1539,2021/10/01,2021,18.0,CAQUETA,MODERNA,3640.0,Segundas Dosis,Modificación Res 2270-2022,2023/02/28
1540,2021/10/01,2021,18.0,CAQUETA,JANSSEN,4150.0,Unicas Etapas abiertas,Modificación Res 2270-2022,2023/02/28
1552,2021/10/06,2021,18.0,CAQUETA,MODERNA,4760.0,segundas Dosis,Modificación Res 2270-2022,2023/02/28
1596,2021/10/13,2021,18.0,CAQUETA,MODERNA,3080.0,Segundas Dosis,Modificación Res 2270-2022,2023/02/28
1602,2021/10/14,2021,18.0,CAQUETA,PFIZER,738.0,Segundas Dosis,Modificación Res 2270-2022,2023/02/28
1657,2021/10/22,2021,18.0,CAQUETA,SINOVAC,2940.0,Segundas Dosis,Modificación Res 2270-2022,2023/02/28
1658,2021/10/22,2021,18.0,CAQUETA,MODERNA,700.0,Primeras y Refuerzos,Modificación Res 2270-2022,2023/02/28
1658,2021/10/22,2021,18.0,CAQUETA,MODERNA,2800.0,Segunda,Modificación Res 2270-2022,2023/02/28
1704,2021/10/26,2021,18.0,CAQUETA,PFIZER,7020.0,Segundas / gestantes,Modificación Res 2270-2022,2023/02/28
1724,2021/10/28,2021,18.0,CAQUETA,MODERNA,7840.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
1740,2021/10/29,2021,18.0,CAQUETA,ASTRAZENECA,9900.0,18 años y más,Modificación Res 2270-2022,2023/02/28
1741,2021/10/29,2021,18.0,CAQUETA,JANSSEN,4350.0,18 años y mas / migrantes / rural,Modificación Res 2270-2022,2023/02/28
1742,2021/10/29,2021,18.0,CAQUETA,SINOVAC,11800.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
1780,2021/11/03,2021,18.0,CAQUETA,MODERNA,10080.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
1815,2021/11/11,2021,18.0,CAQUETA,SINOVAC,2400.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
1958,2021/11/25,2021,18.0,CAQUETA,SINOVAC,7200.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
2046,2021/12/02,2021,18.0,CAQUETA,SINOVAC,4800.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
2046,2021/12/02,2021,18.0,CAQUETA,MODERNA,4800.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
2046,2021/12/02,2021,18.0,CAQUETA,PFIZER,2340.0,Segundas dosis / Gestantes,Modificación Res 2270-2022,2023/02/28
2046,2021/12/02,2021,18.0,CAQUETA,ASTRAZENECA,14400.0,18 más / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
2075,2021/12/08,2021,18.0,CAQUETA,JANSSEN,2400.0,18 más / segundas / refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
2107,2021/12/14,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis / Gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
2107,2021/12/14,2021,18.0,CAQUETA,AZTRAZENECA,4800.0,18 más / segundas / refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
2107,2021/12/14,2021,18.0,CAQUETA,MODERNA,3600.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
2277,2021/12/22,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis / Gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
2337,2021/12/27,2021,18.0,CAQUETA,PFIZER,1170.0,Segundas dosis / Gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
2338,2021/12/27,2021,18.0,CAQUETA,SINOVAC,9600.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
7,2022/01/06,2022,18.0,CAQUETA,MODERNA,2940.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
32,2022/01/17,2022,18.0,CAQUETA,SINOVAC,12000.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
32,2022/01/17,2022,18.0,CAQUETA,JANSSEN,4800.0,municipios cobertura menor al 60% meta PNV / 18 años y más / migrantes / rural/refuerzos,Modificación Res 2270-2022,2023/02/28
66,2022/01/21,2022,18.0,CAQUETA,MODERNA,5040.0,12 a 24 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
66,2022/01/21,2022,18.0,CAQUETA,SINOVAC,9600.0,3 a 11 años / segundas / refuerzos,Modificación Res 2270-2022,2023/02/28
67,2022/01/21,2022,18.0,CAQUETA,MODERNA,3360.0,niños 12 a 17 años / segundas dosis / refuerzos,Modificación Res 2270-2022,2023/02/28
67,2022/01/21,2022,18.0,CAQUETA,PFIZER,1170.0,niños 12 a 17 años / gestantes,Modificación Res 2270-2022,2023/02/28
90,2022/01/25,2022,18.0,CAQUETA,SINOVAC,15600.0,niños 3 a 11 años/refuerzos,Modificación Res 2270-2022,2023/02/28
90,2022/01/25,2022,18.0,CAQUETA,JANSSEN,9600.0,18 más /  refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
90,2022/01/25,2022,18.0,CAQUETA,AZTRAZENECA,4800.0,18 más /  refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
136,2022/01/31,2022,18.0,CAQUETA,PFIZER,8190.0,niños de 12 a 17 años/gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
173,2022/02/04,2022,18.0,CAQUETA,PFIZER,9360.0,niños de 12 a 17 años/gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
394,2022/03/10,2022,18.0,CAQUETA,PFIZER,3510.0,mayores de 12 años/gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
394,2022/03/10,2022,18.0,CAQUETA,MODERNA,4800.0,mayores de 12 años/refuerzos,Modificación Res 2270-2022,2023/02/28
394,2022/03/10,2022,18.0,CAQUETA,SINOVAC,9600.0,3 a 11 años / refuerzos,Modificación Res 2270-2022,2023/02/28
394,2022/03/10,2022,18.0,CAQUETA,JANSSEN,3500.0,18 más / refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
394,2022/03/10,2022,18.0,CAQUETA,AZTRAZENECA,800.0,18 más /  refuerzos/ migrantes,Modificación Res 2270-2022,2023/02/28
717,2022/05/04,2022,18.0,CAQUETA,MODERNA,800.0,mayores de 12 años/refuerzos,Modificación Res 2270-2022,2023/02/28
761,2022/05/13,2022,18.0,CAQUETA,PFIZER,1170.0,mayores de 12 años/gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
1064,2022/06/17,2022,18.0,CAQUETA,PFIZER,3510.0,mayores de 12 años/gestantes/refuerzos,Modificación Res 2270-2022,2023/02/28
1064,2022/06/17,2022,18.0,CAQUETA,MODERNA,3600.0,mayores de 12 años/refuerzos,Modificación Res 2270-2022,2023/02/28
